                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    496,                0.52258,                0.57237,                0.43341,                0.83215,                0.97379,                0.96213,                0.99324,                0.92389,                0.97379,                0.96213,                0.99324,                 0.8226,                0.40475,                0.46368,                0.36078,                0.81386,              0.0012892,              0.0012892,              0.0012892
                    497,                0.54904,                0.63583,                0.45465,                0.84954,                0.95135,                 0.9866,                0.99296,                0.92144,                0.95135,                 0.9866,                0.99296,                0.82037,                0.41377,                0.47244,                0.37289,                0.81423,              0.0012889,              0.0012889,              0.0012889
                    498,                0.52922,                0.63911,                0.44701,                0.85155,                0.95155,                0.98308,                0.99291,                0.93066,                0.95155,                0.98308,                0.99291,                0.82212,                0.39712,                0.46684,                0.37011,                0.81191,              0.0012887,              0.0012887,              0.0012887
                    499,                 0.5397,                0.67244,                0.44554,                0.84869,                0.98019,                0.95235,                0.99254,                0.93142,                0.98019,                0.95235,                0.99254,                0.82882,                0.37636,                0.45267,                0.35998,                0.80866,              0.0012884,              0.0012884,              0.0012884
                    500,                0.54012,                0.66969,                0.44808,                0.85109,                0.99452,                 0.9467,                 0.9925,                0.93523,                0.99452,                 0.9467,                 0.9925,                0.83034,                0.37628,                0.44569,                0.35224,                 0.8081,              0.0012881,              0.0012881,              0.0012881
                    501,                0.52122,                0.59265,                0.44419,                0.84952,                0.98191,                 0.9461,                0.99248,                0.93486,                0.98191,                 0.9461,                0.99248,                0.83701,                0.36856,                0.44574,                0.35213,                0.80663,              0.0012878,              0.0012878,              0.0012878
                    502,                0.50431,                0.60457,                 0.4226,                0.85895,                 0.9876,                0.94924,                0.99317,                0.94194,                 0.9876,                0.94924,                0.99317,                0.84449,                0.35867,                0.44582,                0.34243,                0.80564,              0.0012875,              0.0012875,              0.0012875
                    503,                0.54093,                 0.6768,                0.44973,                0.85817,                0.97763,                0.95602,                0.99289,                0.93473,                0.97763,                0.95602,                0.99289,                 0.8318,                0.37619,                0.44307,                0.35466,                0.80715,              0.0012872,              0.0012872,              0.0012872
                    504,                0.51322,                0.60796,                0.41444,                0.83571,                0.96847,                0.96426,                0.99259,                 0.9265,                0.96847,                0.96426,                0.99259,                0.82733,                0.39699,                0.43803,                0.36748,                0.81015,               0.001287,               0.001287,               0.001287
                    505,                0.52402,                 0.6075,                0.42753,                0.84201,                0.94331,                0.98374,                0.99234,                0.92646,                0.94331,                0.98374,                0.99234,                0.82371,                0.40142,                0.43337,                0.37087,                0.81118,              0.0012867,              0.0012867,              0.0012867
                    506,                0.50517,                0.54455,                0.40557,                0.84205,                0.94989,                0.98306,                0.99232,                0.92617,                0.94989,                0.98306,                0.99232,                0.82359,                0.39066,                0.42556,                0.36475,                0.80979,              0.0012864,              0.0012864,              0.0012864
                    507,                0.50879,                0.72709,                0.41026,                0.84611,                0.96038,                0.97561,                0.99248,                 0.9313,                0.96038,                0.97561,                0.99248,                0.83054,                 0.3772,                0.43967,                0.35847,                0.80711,              0.0012861,              0.0012861,              0.0012861
                    508,                0.48844,                0.54597,                0.42725,                 0.8342,                0.96142,                0.96585,                0.99226,                 0.9351,                0.96142,                0.96585,                0.99226,                0.82835,                0.37887,                0.46599,                0.35141,                0.80717,              0.0012858,              0.0012858,              0.0012858
                    509,                0.50143,                 0.6123,                0.43432,                0.83875,                0.95923,                  0.975,                0.99232,                0.93393,                0.95923,                  0.975,                0.99232,                 0.8266,                0.38121,                0.46318,                0.34918,                0.80682,              0.0012855,              0.0012855,              0.0012855
                    510,                0.52866,                0.64881,                0.44915,                0.85938,                0.94742,                0.98993,                0.99248,                0.93397,                0.94742,                0.98993,                0.99248,                0.81991,                0.37596,                0.44361,                0.34913,                0.80653,              0.0012853,              0.0012853,              0.0012853
                    511,                0.49108,                0.57236,                0.40346,                0.83909,                0.95598,                0.98115,                 0.9929,                0.93918,                0.95598,                0.98115,                 0.9929,                0.83162,                0.36139,                0.43622,                0.34642,                0.80523,               0.001285,               0.001285,               0.001285
                    512,                0.47627,                0.66274,                0.42805,                0.84139,                0.94305,                0.98754,                0.99231,                0.94208,                0.94305,                0.98754,                0.99231,                 0.8324,                0.35456,                0.44621,                0.34415,                0.80502,              0.0012847,              0.0012847,              0.0012847
                    513,                0.48999,                0.59932,                0.43436,                 0.8349,                0.95554,                0.97892,                 0.9923,                0.93683,                0.95554,                0.97892,                 0.9923,                0.82643,                0.35414,                0.48975,                0.34964,                 0.8062,              0.0012844,              0.0012844,              0.0012844
                    514,                0.47831,                0.56634,                0.42259,                0.85176,                 0.9821,                0.94964,                0.99264,                0.93808,                 0.9821,                0.94964,                0.99264,                0.81569,                0.34844,                0.51813,                0.35046,                0.80571,              0.0012841,              0.0012841,              0.0012841
                    515,                0.49707,                0.57151,                0.39691,                0.84078,                0.98354,                0.93667,                0.99151,                0.93868,                0.98354,                0.93667,                0.99151,                0.82153,                0.34803,                0.49756,                0.34944,                0.80531,              0.0012839,              0.0012839,              0.0012839
                    516,                0.51987,                0.60179,                0.40734,                0.84411,                0.97647,                 0.9401,                0.99113,                0.93259,                0.97647,                 0.9401,                0.99113,                0.82379,                0.35982,                0.47305,                0.35854,                0.80725,              0.0012836,              0.0012836,              0.0012836
                    517,                0.49291,                 0.5731,                0.41021,                0.83206,                 0.9839,                0.94527,                0.99189,                 0.9323,                 0.9839,                0.94527,                0.99189,                0.82785,                0.36848,                0.46036,                0.35516,                0.80849,              0.0012833,              0.0012833,              0.0012833
                    518,                 0.4856,                0.61453,                0.41599,                0.83841,                0.98892,                0.95311,                0.99225,                0.92849,                0.98892,                0.95311,                0.99225,                 0.8345,                0.37471,                0.46509,                0.34957,                0.80991,               0.001283,               0.001283,               0.001283
                    519,                0.50243,                0.61062,                0.41033,                0.83091,                0.98417,                 0.9451,                0.99248,                0.92137,                0.98417,                 0.9451,                0.99248,                0.82283,                0.37558,                0.49593,                0.34981,                0.81112,              0.0012827,              0.0012827,              0.0012827
                    520,                0.47358,                0.56572,                0.41535,                0.83279,                0.97292,                0.96386,                0.99283,                0.93132,                0.97292,                0.96386,                0.99283,                0.81207,                0.36845,                0.53073,                0.34926,                0.81146,              0.0012824,              0.0012824,              0.0012824
                    521,                0.50097,                0.65353,                0.40976,                0.85689,                0.96134,                0.97208,                0.99251,                0.92823,                0.96134,                0.97208,                0.99251,                0.83013,                0.37441,                0.49726,                0.35199,                 0.8141,              0.0012822,              0.0012822,              0.0012822
                    522,                0.52061,                0.60855,                0.44717,                0.84528,                0.97856,                0.96411,                0.99271,                0.92944,                0.97856,                0.96411,                0.99271,                0.84097,                 0.3674,                0.45651,                0.35361,                0.81414,              0.0012819,              0.0012819,              0.0012819
                    523,                0.49838,                0.57639,                0.42151,                0.84381,                0.94684,                0.98728,                0.99281,                0.93373,                0.94684,                0.98728,                0.99281,                0.84916,                0.35587,                0.43863,                 0.3484,                0.81188,              0.0012816,              0.0012816,              0.0012816
                    524,                0.46233,                0.63355,                0.39493,                0.82725,                0.97304,                0.95608,                0.99241,                0.93143,                0.97304,                0.95608,                0.99241,                0.84624,                0.36924,                0.44621,                0.34995,                0.81282,              0.0012813,              0.0012813,              0.0012813
                    525,                0.50226,                0.55398,                0.40872,                0.85382,                0.93036,                0.98968,                0.99167,                0.93125,                0.94561,                0.96488,                0.98903,                0.83832,                0.37026,                0.45749,                 0.3473,                0.81325,               0.001281,               0.001281,               0.001281
                    526,                0.49362,                0.62433,                0.44112,                0.84306,                0.93613,                0.99391,                0.99149,                0.93199,                0.93896,                0.98649,                0.98899,                0.84138,                 0.3753,                0.46459,                0.35173,                0.81315,              0.0012807,              0.0012807,              0.0012807
                    527,                 0.5295,                0.67446,                0.45689,                0.85762,                0.94433,                0.98266,                0.99159,                0.92509,                0.94433,                0.98266,                 0.9891,                0.83911,                0.40401,                0.46781,                0.36296,                0.81362,              0.0012805,              0.0012805,              0.0012805
                    528,                0.53024,                0.56696,                0.40105,                0.84692,                 0.9347,                0.98387,                0.99155,                0.92401,                 0.9347,                0.98387,                0.99155,                0.83254,                0.40354,                0.48306,                  0.366,                0.81275,              0.0012802,              0.0012802,              0.0012802
                    529,                0.49476,                0.60015,                0.41691,                0.86013,                0.93888,                 0.9907,                0.99241,                0.93342,                0.93888,                 0.9907,                0.99241,                0.83518,                0.37557,                0.49589,                0.35629,                0.81025,              0.0012799,              0.0012799,              0.0012799
                    530,                0.49335,                0.58224,                0.40987,                0.84199,                0.93786,                0.99322,                0.99266,                 0.9377,                0.93786,                0.99322,                0.99266,                0.82462,                0.37313,                0.50086,                 0.3495,                0.80948,              0.0012796,              0.0012796,              0.0012796
                    531,                0.51013,                0.59943,                0.42371,                0.85246,                 0.9507,                0.98449,                0.99263,                0.93682,                 0.9507,                0.98449,                0.99263,                0.82149,                0.36889,                0.49947,                0.35009,                0.80896,              0.0012793,              0.0012793,              0.0012793
                    532,                0.46936,                0.58142,                 0.3939,                0.83198,                0.94507,                0.99179,                0.99259,                0.93622,                0.94507,                0.99179,                0.99259,                0.82787,                0.38062,                0.48885,                0.35748,                0.80994,               0.001279,               0.001279,               0.001279
                    533,                0.52163,                0.61346,                0.44583,                 0.8525,                0.95679,                0.97913,                0.99302,                0.92585,                0.95679,                0.97913,                0.99302,                0.82143,                0.39808,                0.49719,                0.36525,                0.81227,              0.0012788,              0.0012788,              0.0012788
                    534,                0.51749,                0.60865,                0.42955,                0.85797,                 0.9545,                0.98092,                0.99296,                0.92884,                 0.9545,                0.98092,                0.99296,                 0.8215,                0.39059,                0.49276,                0.35836,                0.81099,              0.0012785,              0.0012785,              0.0012785
                    535,                0.50351,                0.57253,                0.43856,                0.84794,                0.95049,                0.98781,                0.99323,                0.93588,                0.95049,                0.98781,                0.99323,                0.84461,                0.36249,                0.45319,                 0.3523,                 0.8073,              0.0012782,              0.0012782,              0.0012782
                    536,                0.50446,                0.62937,                0.40902,                0.84081,                0.95315,                0.98443,                0.99281,                0.93984,                0.95315,                0.98443,                0.99281,                0.85185,                0.35014,                0.42384,                0.34756,                0.80391,              0.0012779,              0.0012779,              0.0012779
                    537,                0.45307,                0.60054,                 0.4041,                0.84885,                0.94989,                0.98604,                0.99316,                0.94102,                0.94989,                0.98604,                0.99316,                0.84705,                0.34586,                0.42799,                0.34577,                0.80288,              0.0012776,              0.0012776,              0.0012776
                    538,                0.47185,                0.59649,                0.40453,                0.85316,                0.99652,                0.93773,                0.99267,                0.93285,                0.99652,                0.93773,                0.99267,                0.83846,                 0.3412,                0.42974,                0.34388,                0.80299,              0.0012773,              0.0012773,              0.0012773
                    539,                0.47998,                0.58854,                 0.4052,                0.83756,                0.95333,                0.98862,                0.99302,                0.93482,                0.95333,                0.98862,                0.99302,                 0.8371,                0.34624,                0.42804,                0.34156,                0.80357,              0.0012771,              0.0012771,              0.0012771
                    540,                0.48739,                0.57537,                0.41154,                0.86736,                0.98898,                0.93815,                0.99281,                0.93203,                0.98898,                0.93815,                0.99281,                0.83254,                0.35086,                0.42394,                0.33801,                0.80469,              0.0012768,              0.0012768,              0.0012768
                    541,                0.49551,                0.57308,                0.39396,                0.82983,                0.99828,                0.93857,                0.99298,                 0.9366,                0.99828,                0.93857,                0.99298,                0.84207,                0.34832,                0.42789,                0.33323,                0.80437,              0.0012765,              0.0012765,              0.0012765
                    542,                0.49325,                 0.5841,                0.42417,                0.84157,                0.94897,                0.98363,                0.99281,                  0.935,                0.94897,                0.98363,                0.99281,                0.84209,                0.35332,                0.42595,                0.33696,                0.80606,              0.0012762,              0.0012762,              0.0012762
                    543,                0.47604,                0.57152,                0.41859,                0.82855,                0.98882,                0.94818,                0.99277,                0.93118,                0.98882,                0.94818,                0.99277,                0.84559,                0.37056,                0.42443,                0.34244,                0.80723,              0.0012759,              0.0012759,              0.0012759
                    544,                0.52317,                0.62423,                0.44235,                0.84017,                0.95808,                0.97304,                0.99261,                0.93534,                0.95808,                0.97304,                0.99261,                0.84968,                0.37067,                0.42337,                0.34332,                0.80691,              0.0012756,              0.0012756,              0.0012756
                    545,                0.50085,                0.58047,                  0.423,                0.84756,                0.98887,                0.94697,                 0.9928,                0.93675,                0.98887,                0.94697,                 0.9928,                0.84373,                0.37872,                0.42987,                0.34411,                0.80891,              0.0012754,              0.0012754,              0.0012754
                    546,                0.47947,                0.54173,                 0.4011,                0.84553,                0.98201,                0.95194,                0.99278,                0.93559,                0.98201,                0.95194,                0.99278,                 0.8379,                0.37089,                0.43725,                0.34485,                0.80734,              0.0012751,              0.0012751,              0.0012751
                    547,                0.51617,                0.55616,                0.43376,                0.83544,                0.98337,                0.95275,                0.99298,                0.94337,                0.98337,                0.95275,                0.99298,                0.84399,                 0.3633,                 0.4468,                0.33999,                 0.8059,              0.0012748,              0.0012748,              0.0012748
                    548,                0.52255,                0.62389,                0.44185,                0.85507,                0.97187,                0.96157,                0.99262,                0.94536,                0.97187,                0.96157,                0.99262,                0.83701,                0.37355,                0.44826,                0.33927,                0.80662,              0.0012745,              0.0012745,              0.0012745
                    549,                 0.4893,                0.51595,                0.40628,                0.83097,                0.94782,                0.98156,                0.99237,                0.94393,                0.94782,                0.98156,                0.99237,                 0.8481,                 0.3694,                0.44119,                 0.3434,                0.80594,              0.0012742,              0.0012742,              0.0012742
                    550,                0.46177,                0.54921,                0.42898,                0.84159,                0.94302,                0.99341,                0.99203,                0.94171,                0.94302,                0.99341,                0.99203,                0.85045,                0.36858,                0.43565,                0.34883,                0.80639,              0.0012739,              0.0012739,              0.0012739
                    551,                 0.5079,                  0.602,                0.43537,                0.83975,                0.94733,                0.98674,                 0.9917,                0.94478,                0.94733,                0.98674,                 0.9917,                 0.8461,                0.36595,                0.43777,                0.35111,                0.80673,              0.0012737,              0.0012737,              0.0012737
                    552,                0.52138,                0.60965,                0.44457,                0.85419,                0.94354,                0.99689,                0.99181,                 0.9437,                0.94354,                0.99689,                0.99181,                0.84843,                0.36692,                0.43675,                0.35089,                0.80645,              0.0012734,              0.0012734,              0.0012734
                    553,                0.49737,                0.52807,                0.41794,                0.82798,                0.94861,                0.99166,                 0.9931,                0.94137,                0.94861,                0.99166,                 0.9931,                0.84813,                0.38056,                0.44089,                0.35243,                0.80694,              0.0012731,              0.0012731,              0.0012731
                    554,                0.51862,                0.61005,                0.44666,                0.86645,                0.96805,                0.96997,                0.99274,                0.93678,                0.96805,                0.96997,                0.99274,                0.85071,                0.38094,                0.43666,                0.34708,                0.80693,              0.0012728,              0.0012728,              0.0012728
                    555,                0.49951,                 0.5707,                0.40513,                0.84574,                0.96729,                 0.9743,                 0.9931,                0.93107,                0.96729,                 0.9743,                 0.9931,                 0.8577,                0.38051,                0.42793,                0.33824,                0.80806,              0.0012725,              0.0012725,              0.0012725
                    556,                 0.5189,                0.56364,                0.42059,                0.85635,                 0.9669,                 0.9729,                0.99302,                0.93182,                 0.9669,                 0.9729,                0.99302,                  0.855,                0.37367,                0.42449,                0.33659,                0.80829,              0.0012723,              0.0012723,              0.0012723
                    557,                 0.5015,                0.56272,                0.40031,                0.84237,                0.96321,                0.98119,                 0.9931,                0.93383,                0.96321,                0.98119,                 0.9931,                0.84638,                0.36948,                0.42139,                0.34587,                0.80748,               0.001272,               0.001272,               0.001272
                    558,                0.51625,                0.54251,                0.42392,                0.85726,                0.97009,                0.96554,                0.99311,                0.93259,                0.97009,                0.96554,                0.99311,                0.84326,                0.37852,                0.42827,                0.34692,                0.80798,              0.0012717,              0.0012717,              0.0012717
                    559,                0.48238,                0.58469,                0.38452,                 0.8436,                 0.9435,                0.99424,                0.99295,                0.92989,                 0.9435,                0.99424,                0.99295,                0.85837,                0.38071,                0.42048,                 0.3453,                0.80743,              0.0012714,              0.0012714,              0.0012714
                    560,                0.47769,                 0.5682,                0.41558,                0.83267,                0.94849,                0.99523,                  0.993,                0.92858,                0.94849,                0.99523,                  0.993,                0.85809,                0.38077,                0.41405,                0.34105,                0.80705,              0.0012711,              0.0012711,              0.0012711
                    561,                0.50628,                0.51751,                0.42195,                0.85116,                0.97817,                0.96167,                0.99312,                0.93302,                0.97817,                0.96167,                0.99312,                0.86089,                0.38126,                0.41647,                0.33556,                0.80666,              0.0012708,              0.0012708,              0.0012708
                    562,                0.49258,                 0.5689,                0.41951,                0.84805,                0.96362,                0.97027,                0.99306,                0.93019,                0.96362,                0.97027,                0.99306,                0.86425,                0.38671,                0.42189,                0.33883,                0.80721,              0.0012706,              0.0012706,              0.0012706
                    563,                0.47409,                0.59478,                0.38059,                0.84107,                 0.9587,                0.97513,                0.99281,                0.93657,                 0.9587,                0.97513,                0.99281,                0.85409,                0.37804,                0.42069,                0.34317,                0.80775,              0.0012703,              0.0012703,              0.0012703
                    564,                0.51018,                0.55213,                0.40978,                0.84218,                0.95863,                0.97705,                 0.9928,                0.94139,                0.95863,                0.97705,                 0.9928,                0.85116,                0.37365,                0.42129,                0.34228,                0.80774,                0.00127,                0.00127,                0.00127
                    565,                0.51391,                0.58165,                0.44949,                0.83703,                0.96401,                0.97429,                0.99316,                0.93748,                0.96401,                0.97429,                0.99316,                 0.8594,                0.37566,                0.41546,                0.34095,                0.80942,              0.0012697,              0.0012697,              0.0012697
                    566,                0.49421,                0.61372,                0.42007,                0.84349,                0.97634,                0.95302,                 0.9929,                0.93783,                0.97634,                0.95302,                 0.9929,                0.86579,                0.38376,                0.41533,                0.34355,                0.81035,              0.0012694,              0.0012694,              0.0012694
                    567,                0.47181,                0.57966,                0.40606,                0.83537,                0.96104,                0.98314,                0.99315,                  0.933,                0.96104,                0.98314,                0.99315,                0.86443,                0.37518,                0.41174,                0.33965,                0.80805,              0.0012691,              0.0012691,              0.0012691
                    568,                0.48602,                0.57996,                0.42995,                0.84416,                0.93994,                0.99462,                0.99262,                0.94203,                0.93994,                0.99462,                0.99262,                0.85368,                0.36192,                0.40345,                0.33428,                0.80624,              0.0012689,              0.0012689,              0.0012689
                    569,                0.48925,                0.55605,                0.42197,                0.83476,                0.96858,                0.96631,                0.99273,                0.94258,                0.96858,                0.96631,                0.99273,                0.84811,                0.36162,                0.39704,                0.33619,                0.80679,              0.0012686,              0.0012686,              0.0012686
                    570,                0.49188,                0.59556,                0.42114,                0.84489,                0.96267,                0.98166,                0.99283,                0.94962,                0.96267,                0.98166,                0.99283,                 0.8524,                0.34752,                0.39439,                0.33704,                0.80461,              0.0012683,              0.0012683,              0.0012683
                    571,                0.45536,                0.53247,                0.38599,                0.82005,                0.97355,                0.97346,                0.99306,                0.94677,                0.97355,                0.97346,                0.99306,                0.85494,                0.35587,                0.42331,                0.34409,                0.80502,               0.001268,               0.001268,               0.001268
                    572,                0.50468,                0.64587,                0.42634,                0.84518,                0.98305,                0.96015,                0.99316,                0.93988,                0.98305,                0.96015,                0.99316,                0.85646,                0.36948,                 0.4453,                0.34315,                0.80635,              0.0012677,              0.0012677,              0.0012677
                    573,                0.49035,                0.62518,                0.39925,                0.84038,                0.95916,                0.97409,                0.99299,                0.95036,                0.95916,                0.97409,                0.99299,                0.85847,                0.34782,                0.42548,                0.33232,                0.80401,              0.0012674,              0.0012674,              0.0012674
                    574,                0.48652,                0.59264,                0.40416,                0.85209,                0.96319,                0.97931,                0.99337,                0.94791,                0.96319,                0.97931,                0.99337,                0.84954,                0.34785,                0.40935,                0.32703,                0.80356,              0.0012672,              0.0012672,              0.0012672
                    575,                0.53914,                0.65034,                0.42894,                0.84272,                0.97351,                0.97379,                0.99312,                0.94308,                0.97351,                0.97379,                0.99312,                0.84891,                0.36771,                0.41361,                0.33271,                0.80636,              0.0012669,              0.0012669,              0.0012669
                    576,                0.49532,                0.53968,                0.41969,                 0.8569,                0.94262,                0.99462,                0.99301,                0.94628,                0.94262,                0.99462,                0.99301,                0.85895,                0.37309,                0.41766,                0.33332,                0.80831,              0.0012666,              0.0012666,              0.0012666
                    577,                0.47797,                0.55505,                0.42391,                0.83559,                0.98352,                0.96252,                0.99307,                0.94165,                0.98352,                0.96252,                0.99307,                 0.8551,                0.37529,                 0.4206,                0.33598,                0.80942,              0.0012663,              0.0012663,              0.0012663
                    578,                0.50166,                0.59948,                  0.408,                0.84373,                0.95349,                0.98865,                 0.9931,                0.94326,                0.95349,                0.98865,                 0.9931,                0.85848,                0.35789,                 0.4192,                0.33709,                0.80809,               0.001266,               0.001266,               0.001266
                    579,                0.52764,                0.60711,                0.41286,                0.85324,                0.94116,                0.99711,                0.99295,                0.94572,                0.94116,                0.99711,                0.99295,                0.84886,                0.34746,                0.41924,                0.33437,                0.80689,              0.0012657,              0.0012657,              0.0012657
                    580,                0.51826,                 0.6055,                0.45662,                 0.8543,                0.97464,                0.96203,                0.99317,                0.94606,                0.97464,                0.96203,                0.99317,                0.84221,                0.35335,                 0.4204,                 0.3316,                0.80717,              0.0012655,              0.0012655,              0.0012655
                    581,                 0.5041,                0.57642,                0.40051,                0.84655,                0.95311,                0.98838,                0.99311,                0.94974,                0.95311,                0.98838,                0.99311,                0.84918,                0.34772,                0.42051,                0.33096,                 0.8066,              0.0012652,              0.0012652,              0.0012652
                    582,                0.51367,                0.57617,                 0.4119,                0.82788,                 0.9488,                0.99807,                0.99306,                0.93529,                 0.9488,                0.99807,                0.99306,                0.85834,                0.36741,                0.42216,                0.33295,                0.80762,              0.0012649,              0.0012649,              0.0012649
                    583,                0.51035,                0.57959,                0.39663,                0.84544,                0.95362,                0.99493,                0.99296,                0.93249,                0.95362,                0.99493,                0.99296,                0.86304,                0.37853,                0.41472,                  0.335,                0.80726,              0.0012646,              0.0012646,              0.0012646
                    584,                0.49068,                0.54672,                0.41579,                0.83207,                0.97837,                0.96813,                0.99312,                0.94124,                0.97837,                0.96813,                0.99312,                0.85596,                0.35421,                0.40918,                0.32842,                0.80438,              0.0012643,              0.0012643,              0.0012643
                    585,                0.45194,                0.53154,                0.40416,                 0.8327,                0.97602,                0.96366,                0.99303,                0.94787,                0.97602,                0.96366,                0.99303,                0.84937,                0.33924,                0.42459,                0.32123,                0.80352,               0.001264,               0.001264,               0.001264
                    586,                0.48499,                0.52212,                0.38265,                0.83051,                0.97665,                 0.9651,                0.99308,                0.94276,                0.97665,                 0.9651,                0.99308,                0.83939,                  0.354,                0.44187,                0.32485,                0.80572,              0.0012638,              0.0012638,              0.0012638
                    587,                0.51025,                0.57982,                0.44015,                 0.8445,                0.94493,                0.99311,                0.99291,                0.93887,                0.94493,                0.99311,                0.99291,                0.85073,                0.37426,                0.44239,                0.33306,                0.80837,              0.0012635,              0.0012635,              0.0012635
                    588,                0.50116,                0.59353,                0.41748,                0.85739,                0.93831,                0.99462,                0.99316,                0.93617,                0.93831,                0.99462,                0.99316,                0.85354,                0.37832,                0.43896,                0.33384,                 0.8088,              0.0012632,              0.0012632,              0.0012632
                    589,                0.47731,                0.56729,                0.38963,                0.85747,                0.95839,                 0.9886,                0.99289,                0.93983,                0.95839,                 0.9886,                0.99289,                0.85127,                0.36915,                0.42381,                0.32976,                0.80808,              0.0012629,              0.0012629,              0.0012629
