                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1215,                0.38481,                 0.4846,                0.25972,                0.84377,                0.99907,                      1,                  0.995,                0.98859,                0.99907,                      1,                  0.995,                 0.9488,                0.22678,                0.31279,                 0.1871,                0.76549,              0.0015197,              0.0015197,              0.0015197
                   1216,                0.40843,                0.50465,                  0.278,                0.83779,                0.99906,                      1,                  0.995,                0.98436,                0.99906,                      1,                  0.995,                0.95282,                0.23477,                 0.3114,                0.18875,                0.76673,              0.0015193,              0.0015193,              0.0015193
                   1217,                0.39916,                0.41542,                0.27046,                0.87675,                0.99907,                      1,                  0.995,                0.98355,                0.99907,                      1,                  0.995,                 0.9472,                  0.238,                0.30998,                 0.1864,                 0.7686,              0.0015189,              0.0015189,              0.0015189
                   1218,                0.40504,                0.50573,                0.26975,                0.85324,                0.99904,                      1,                  0.995,                  0.983,                0.99904,                      1,                  0.995,                0.93506,                0.23253,                0.30699,                0.18265,                0.76926,              0.0015185,              0.0015185,              0.0015185
                   1219,                0.39667,                0.42417,                0.26029,                0.86596,                0.99903,                      1,                  0.995,                0.98413,                0.99903,                      1,                  0.995,                0.94287,                0.23311,                0.30378,                0.18548,                0.76964,              0.0015181,              0.0015181,              0.0015181
                   1220,                0.46829,                0.50436,                0.30466,                0.87431,                0.99902,                      1,                  0.995,                0.98293,                0.99902,                      1,                  0.995,                0.93957,                0.23319,                0.30765,                0.18786,                0.76953,              0.0015177,              0.0015177,              0.0015177
                   1221,                0.38407,                0.47791,                0.26019,                0.85126,                0.99898,                      1,                  0.995,                0.98505,                0.99898,                      1,                  0.995,                0.94368,                  0.236,                 0.3122,                0.18887,                0.76937,              0.0015173,              0.0015173,              0.0015173
                   1222,                0.44044,                0.50648,                0.27924,                0.85592,                0.99896,                      1,                  0.995,                0.98577,                0.99896,                      1,                  0.995,                 0.9452,                0.24322,                0.30622,                0.18851,                0.76945,              0.0015169,              0.0015169,              0.0015169
                   1223,                0.38345,                0.43996,                0.25051,                0.83914,                0.99894,                      1,                  0.995,                 0.9872,                0.99894,                      1,                  0.995,                0.95122,                0.25683,                0.30492,                0.19852,                0.77038,              0.0015165,              0.0015165,              0.0015165
                   1224,                0.37443,                0.44679,                0.26984,                0.86914,                0.99893,                      1,                  0.995,                0.97709,                0.99893,                      1,                  0.995,                0.94595,                 0.2669,                0.30972,                0.20766,                0.77167,              0.0015161,              0.0015161,              0.0015161
                   1225,                0.40275,                0.39903,                 0.2729,                0.84109,                0.99897,                      1,                  0.995,                0.97848,                0.99897,                      1,                  0.995,                0.94347,                0.27084,                 0.3191,                0.20591,                0.77193,              0.0015157,              0.0015157,              0.0015157
                   1226,                0.39798,                0.46159,                 0.2814,                0.84756,                0.99901,                      1,                  0.995,                0.97881,                0.99901,                      1,                  0.995,                0.93841,                0.26586,                0.33273,                0.20044,                0.77051,              0.0015153,              0.0015153,              0.0015153
                   1227,                0.38538,                0.48522,                0.27155,                0.84762,                0.99902,                      1,                  0.995,                0.97689,                0.99902,                      1,                  0.995,                0.93478,                0.25829,                0.34106,                0.19766,                0.76946,              0.0015149,              0.0015149,              0.0015149
                   1228,                0.39397,                 0.4877,                0.28225,                0.87271,                0.99902,                      1,                  0.995,                0.97649,                0.99902,                      1,                  0.995,                0.93922,                0.26043,                0.33187,                0.20419,                0.77008,              0.0015145,              0.0015145,              0.0015145
                   1229,                0.41123,                0.50802,                0.29215,                0.83956,                0.99904,                      1,                  0.995,                0.97975,                0.99904,                      1,                  0.995,                0.94559,                0.26441,                0.32162,                0.20518,                0.77052,              0.0015141,              0.0015141,              0.0015141
                   1230,                0.44117,                0.44765,                0.28469,                0.87426,                0.99902,                      1,                  0.995,                0.97843,                0.99902,                      1,                  0.995,                0.94319,                 0.2584,                0.31944,                0.20676,                0.77009,              0.0015137,              0.0015137,              0.0015137
                   1231,                0.41272,                0.48558,                0.29212,                 0.8664,                0.99901,                      1,                  0.995,                0.98281,                0.99901,                      1,                  0.995,                0.93774,                 0.2519,                0.32617,                 0.2027,                0.76924,              0.0015133,              0.0015133,              0.0015133
                   1232,                0.40699,                0.43541,                0.28388,                0.86326,                0.99899,                      1,                  0.995,                0.97355,                0.99899,                      1,                  0.995,                0.94172,                0.25281,                0.33525,                  0.203,                0.76952,              0.0015129,              0.0015129,              0.0015129
                   1233,                 0.4127,                0.52038,                0.29084,                 0.8494,                0.99902,                      1,                  0.995,                0.98055,                0.99902,                      1,                  0.995,                 0.9356,                0.25781,                0.33009,                0.20044,                0.77286,              0.0015125,              0.0015125,              0.0015125
                   1234,                0.37348,                0.38122,                0.26428,                0.85994,                0.99901,                      1,                  0.995,                0.98201,                0.99901,                      1,                  0.995,                0.93509,                0.25843,                  0.323,                0.19433,                0.77501,              0.0015121,              0.0015121,              0.0015121
                   1235,                0.45299,                0.41661,                0.31094,                0.87622,                0.99904,                      1,                  0.995,                0.97654,                0.99904,                      1,                  0.995,                0.93358,                0.25752,                0.32347,                0.19225,                0.77483,              0.0015117,              0.0015117,              0.0015117
                   1236,                0.38833,                0.37566,                0.26634,                0.86471,                0.99906,                      1,                  0.995,                 0.9835,                0.99906,                      1,                  0.995,                0.92816,                0.25449,                0.32693,                0.19592,                0.77392,              0.0015113,              0.0015113,              0.0015113
                   1237,                0.41547,                0.48631,                 0.3059,                0.87196,                0.99907,                      1,                  0.995,                0.98237,                0.99907,                      1,                  0.995,                0.92712,                0.25784,                0.34561,                 0.1952,                0.77401,              0.0015109,              0.0015109,              0.0015109
                   1238,                0.38142,                0.47556,                0.26957,                0.86573,                0.99906,                      1,                  0.995,                0.98307,                0.99906,                      1,                  0.995,                0.91967,                0.26064,                0.35568,                0.19941,                 0.7749,              0.0015105,              0.0015105,              0.0015105
                   1239,                0.40312,                0.53624,                0.28018,                0.86304,                0.99905,                      1,                  0.995,                0.98176,                0.99905,                      1,                  0.995,                0.94334,                0.25601,                0.33855,                0.20254,                0.77459,              0.0015101,              0.0015101,              0.0015101
                   1240,                0.39836,                0.43217,                0.27271,                0.83189,                0.99906,                      1,                  0.995,                0.98328,                0.99906,                      1,                  0.995,                0.94075,                 0.2573,                0.33073,                0.19393,                0.77425,              0.0015098,              0.0015098,              0.0015098
                   1241,                0.39904,                0.48187,                0.27368,                0.84899,                0.99906,                      1,                  0.995,                0.97576,                0.99906,                      1,                  0.995,                0.94001,                0.26582,                0.33064,                0.19542,                0.77494,              0.0015094,              0.0015094,              0.0015094
                   1242,                0.41376,                 0.4592,                0.27302,                0.85771,                0.99905,                      1,                  0.995,                0.97613,                0.99905,                      1,                  0.995,                0.93936,                0.26753,                0.32697,                0.19539,                0.77451,               0.001509,               0.001509,               0.001509
                   1243,                0.39484,                0.50046,                0.27114,                0.84529,                0.99907,                      1,                  0.995,                0.98733,                0.99907,                      1,                  0.995,                 0.9347,                0.25758,                0.31974,                0.19209,                 0.7721,              0.0015086,              0.0015086,              0.0015086
                   1244,                0.35257,                0.47831,                 0.2672,                 0.8486,                0.99908,                      1,                  0.995,                0.98794,                0.99908,                      1,                  0.995,                0.93268,                0.24986,                0.31575,                0.19225,                0.77028,              0.0015082,              0.0015082,              0.0015082
                   1245,                0.39089,                0.44211,                0.27922,                0.86206,                0.99908,                      1,                  0.995,                0.98315,                0.99908,                      1,                  0.995,                0.93542,                0.24808,                 0.3199,                0.19763,                0.76989,              0.0015078,              0.0015078,              0.0015078
                   1246,                  0.428,                0.49709,                0.28528,                0.86012,                0.99907,                      1,                  0.995,                0.98714,                0.99907,                      1,                  0.995,                0.92695,                0.25072,                0.32816,                0.19957,                0.77023,              0.0015074,              0.0015074,              0.0015074
                   1247,                0.40258,                0.43233,                0.27804,                0.84299,                0.99908,                      1,                  0.995,                0.98584,                0.99908,                      1,                  0.995,                0.93563,                0.25831,                0.32894,                0.20076,                0.77351,               0.001507,               0.001507,               0.001507
                   1248,                0.37454,                0.41043,                0.26861,                0.84966,                0.99906,                      1,                  0.995,                 0.9862,                0.99906,                      1,                  0.995,                0.93968,                0.26152,                0.32096,                0.19851,                0.77566,              0.0015066,              0.0015066,              0.0015066
                   1249,                0.38493,                0.42124,                0.27082,                0.86876,                0.99907,                      1,                  0.995,                0.98598,                0.99907,                      1,                  0.995,                0.94296,                0.25697,                0.31604,                 0.1942,                0.77616,              0.0015062,              0.0015062,              0.0015062
                   1250,                0.38028,                0.47635,                0.27887,                0.84977,                0.99907,                      1,                  0.995,                0.98576,                0.99907,                      1,                  0.995,                0.94716,                0.26361,                0.31154,                0.20103,                0.77691,              0.0015058,              0.0015058,              0.0015058
                   1251,                0.39842,                0.47135,                0.27338,                0.86437,                0.99907,                      1,                  0.995,                0.98418,                0.99907,                      1,                  0.995,                0.95078,                0.27604,                0.30699,                0.20701,                0.77879,              0.0015054,              0.0015054,              0.0015054
                   1252,                0.36905,                0.43797,                0.26642,                0.84492,                0.99908,                      1,                  0.995,                0.97495,                0.99908,                      1,                  0.995,                0.92935,                0.28089,                0.30931,                 0.2079,                0.77928,               0.001505,               0.001505,               0.001505
                   1253,                0.39339,                0.51713,                0.26941,                 0.8574,                0.99907,                      1,                  0.995,                0.97524,                0.99907,                      1,                  0.995,                0.93115,                0.26952,                0.30776,                0.20979,                0.77825,              0.0015046,              0.0015046,              0.0015046
                   1254,                0.43155,                0.56123,                0.31061,                0.86073,                0.99907,                      1,                  0.995,                0.98214,                0.99907,                      1,                  0.995,                0.93449,                0.26906,                0.30957,                0.21816,                0.77671,              0.0015042,              0.0015042,              0.0015042
                   1255,                0.39017,                0.47315,                0.28803,                0.82981,                0.99905,                      1,                  0.995,                0.98094,                0.99905,                      1,                  0.995,                0.93147,                0.27045,                0.30956,                0.21676,                0.77621,              0.0015038,              0.0015038,              0.0015038
                   1256,                0.40671,                0.43791,                 0.2761,                0.87509,                0.99904,                      1,                  0.995,                0.97632,                0.99904,                      1,                  0.995,                0.93513,                0.27013,                0.30861,                 0.2142,                0.77598,              0.0015034,              0.0015034,              0.0015034
                   1257,                0.39228,                0.42742,                0.27626,                0.86559,                0.99902,                      1,                  0.995,                 0.9722,                0.99902,                      1,                  0.995,                0.93264,                 0.2774,                0.31256,                0.21945,                0.77723,               0.001503,               0.001503,               0.001503
                   1258,                0.36692,                0.39315,                0.25749,                0.84087,                0.99896,                      1,                  0.995,                0.96525,                0.99896,                      1,                  0.995,                0.93969,                0.28232,                0.31674,                0.22004,                0.77704,              0.0015026,              0.0015026,              0.0015026
                   1259,                0.39322,                0.41628,                0.27798,                 0.8411,                0.99895,                      1,                  0.995,                0.97362,                0.99895,                      1,                  0.995,                0.93631,                0.27306,                0.32432,                  0.221,                 0.7749,              0.0015022,              0.0015022,              0.0015022
                   1260,                0.38101,                0.46558,                 0.2764,                0.82663,                0.99899,                      1,                  0.995,                0.97714,                0.99899,                      1,                  0.995,                0.94295,                0.25948,                0.32312,                 0.2192,                0.77228,              0.0015018,              0.0015018,              0.0015018
                   1261,                0.40005,                0.46958,                0.28438,                0.83424,                0.99904,                      1,                  0.995,                0.97738,                0.99904,                      1,                  0.995,                0.93446,                0.25141,                0.31532,                0.20943,                0.77061,              0.0015014,              0.0015014,              0.0015014
                   1262,                 0.3956,                0.44439,                0.28374,                0.85152,                0.99904,                      1,                  0.995,                0.97693,                0.99904,                      1,                  0.995,                 0.9421,                0.25102,                0.31546,                0.19801,                0.77089,               0.001501,               0.001501,               0.001501
                   1263,                0.39238,                 0.4272,                0.25472,                0.85588,                0.99906,                      1,                  0.995,                0.97557,                0.99906,                      1,                  0.995,                0.93742,                0.24987,                0.32378,                 0.2017,                0.77089,              0.0015006,              0.0015006,              0.0015006
                   1264,                 0.4152,                0.45281,                0.29072,                0.86133,                0.99906,                      1,                  0.995,                0.97172,                0.99906,                      1,                  0.995,                0.93358,                0.24585,                0.31974,                0.20672,                0.76995,              0.0015002,              0.0015002,              0.0015002
                   1265,                 0.3542,                    0.4,                0.24608,                0.84513,                0.99905,                      1,                  0.995,                 0.9775,                0.99905,                      1,                  0.995,                 0.9292,                0.24553,                0.31356,                0.20795,                0.76958,              0.0014999,              0.0014999,              0.0014999
                   1266,                0.39771,                0.48096,                0.27692,                0.84565,                0.99902,                      1,                  0.995,                0.97929,                0.99902,                      1,                  0.995,                0.92766,                0.24394,                0.31468,                 0.2034,                0.76944,              0.0014995,              0.0014995,              0.0014995
                   1267,                0.40147,                0.44207,                0.26614,                0.85304,                0.99902,                      1,                  0.995,                0.97681,                0.99902,                      1,                  0.995,                0.93623,                0.24003,                0.31483,                0.19859,                0.76852,              0.0014991,              0.0014991,              0.0014991
                   1268,                0.36648,                0.39805,                0.26022,                0.83564,                0.99903,                      1,                  0.995,                0.97718,                0.99903,                      1,                  0.995,                0.94092,                0.24729,                0.31815,                0.19768,                0.77013,              0.0014987,              0.0014987,              0.0014987
                   1269,                0.40214,                0.45468,                0.27246,                0.84491,                0.99907,                      1,                  0.995,                0.97894,                0.99907,                      1,                  0.995,                0.95009,                0.25112,                0.31165,                0.19442,                0.77235,              0.0014983,              0.0014983,              0.0014983
                   1270,                0.42481,                0.42937,                0.28742,                0.87082,                 0.9991,                      1,                  0.995,                0.97588,                 0.9991,                      1,                  0.995,                 0.9542,                0.25289,                0.30417,                0.19349,                0.77451,              0.0014979,              0.0014979,              0.0014979
                   1271,                0.41344,                  0.442,                0.28011,                0.86249,                0.99909,                      1,                  0.995,                0.97781,                0.99909,                      1,                  0.995,                0.96153,                0.24936,                0.30194,                0.19783,                0.77315,              0.0014975,              0.0014975,              0.0014975
                   1272,                0.40082,                0.46825,                0.27426,                0.88761,                0.99911,                      1,                  0.995,                0.97774,                0.99911,                      1,                  0.995,                 0.9448,                 0.2513,                0.30592,                0.20158,                0.77272,              0.0014971,              0.0014971,              0.0014971
                   1273,                0.36278,                0.41208,                0.25755,                0.83388,                0.99909,                      1,                  0.995,                0.97973,                0.99909,                      1,                  0.995,                0.94025,                0.25276,                0.31124,                0.19711,                0.77201,              0.0014967,              0.0014967,              0.0014967
                   1274,                0.36997,                0.45481,                0.25493,                0.84988,                0.99909,                      1,                  0.995,                0.98032,                0.99909,                      1,                  0.995,                0.94351,                0.24707,                0.30806,                0.19288,                0.77001,              0.0014963,              0.0014963,              0.0014963
                   1275,                0.38377,                0.47285,                0.26296,                0.86143,                0.99909,                      1,                  0.995,                0.98047,                0.99909,                      1,                  0.995,                0.94191,                0.23974,                0.31342,                0.18628,                0.76873,              0.0014959,              0.0014959,              0.0014959
                   1276,                0.38202,                0.41194,                0.27089,                0.86035,                0.99908,                      1,                  0.995,                0.97833,                0.99908,                      1,                  0.995,                0.93998,                0.24343,                0.32845,                0.18898,                0.77105,              0.0014955,              0.0014955,              0.0014955
                   1277,                0.35909,                    0.4,                0.25456,                0.83102,                0.99909,                      1,                  0.995,                0.97883,                0.99909,                      1,                  0.995,                0.93855,                0.24729,                0.33701,                0.18954,                0.77292,              0.0014951,              0.0014951,              0.0014951
                   1278,                0.37318,                 0.4529,                0.26079,                0.86666,                0.99907,                      1,                  0.995,                0.97713,                0.99907,                      1,                  0.995,                0.93455,                0.24812,                0.33447,                0.19102,                0.77387,              0.0014947,              0.0014947,              0.0014947
                   1279,                  0.377,                0.43282,                0.25611,                0.84271,                0.99905,                      1,                  0.995,                0.98582,                0.99905,                      1,                  0.995,                0.92228,                0.24638,                 0.3317,                0.18865,                0.77281,              0.0014943,              0.0014943,              0.0014943
                   1280,                0.40387,                0.44838,                0.29786,                0.83024,                0.99902,                      1,                  0.995,                0.98696,                0.99902,                      1,                  0.995,                0.92731,                0.24865,                0.32995,                 0.1946,                0.77265,              0.0014939,              0.0014939,              0.0014939
                   1281,                0.38861,                0.40945,                0.26396,                0.84805,                0.99901,                      1,                  0.995,                0.98548,                0.99901,                      1,                  0.995,                 0.9351,                0.25513,                 0.3259,                0.19343,                 0.7726,              0.0014935,              0.0014935,              0.0014935
                   1282,                0.37365,                0.48463,                0.26405,                 0.8456,                0.99903,                      1,                  0.995,                0.97798,                0.99903,                      1,                  0.995,                0.94532,                0.26288,                0.33212,                0.19573,                0.77336,              0.0014931,              0.0014931,              0.0014931
                   1283,                 0.4093,                0.48654,                0.28846,                0.86299,                0.99901,                      1,                  0.995,                0.97513,                0.99901,                      1,                  0.995,                0.94471,                0.26469,                0.33873,                0.19623,                0.77427,              0.0014927,              0.0014927,              0.0014927
                   1284,                0.39464,                0.46469,                0.27586,                0.85947,                0.99902,                      1,                  0.995,                0.97638,                0.99902,                      1,                  0.995,                0.94142,                0.25514,                0.32697,                0.18922,                0.77308,              0.0014923,              0.0014923,              0.0014923
                   1285,                0.41112,                0.43326,                0.29343,                0.83623,                0.99904,                      1,                  0.995,                0.98746,                0.99904,                      1,                  0.995,                0.93787,                0.24292,                0.31442,                0.19203,                0.77112,              0.0014919,              0.0014919,              0.0014919
                   1286,                0.40726,                0.49496,                0.26867,                0.85623,                0.99903,                      1,                  0.995,                0.98947,                0.99903,                      1,                  0.995,                0.93954,                0.24041,                0.31515,                0.19618,                0.76999,              0.0014915,              0.0014915,              0.0014915
                   1287,                0.34557,                0.36786,                0.25048,                0.83835,                0.99898,                      1,                  0.995,                0.99153,                0.99898,                      1,                  0.995,                0.94113,                0.24062,                0.31636,                0.19352,                0.77168,              0.0014911,              0.0014911,              0.0014911
                   1288,                0.41528,                 0.4597,                0.27439,                0.87017,                0.99894,                      1,                  0.995,                0.99114,                0.99894,                      1,                  0.995,                0.94202,                0.23991,                0.31535,                0.19244,                0.77263,              0.0014907,              0.0014907,              0.0014907
                   1289,                0.37545,                 0.4032,                0.25806,                 0.8631,                0.99893,                      1,                  0.995,                0.98225,                0.99893,                      1,                  0.995,                0.94006,                0.24972,                0.31734,                0.19684,                0.77406,              0.0014903,              0.0014903,              0.0014903
                   1290,                0.37455,                0.44612,                0.26877,                0.85296,                0.99891,                      1,                  0.995,                0.98196,                0.99891,                      1,                  0.995,                0.93871,                0.26511,                0.32082,                0.20664,                0.77552,                0.00149,                0.00149,                0.00149
                   1291,                0.37481,                0.44555,                0.28276,                0.85294,                0.99894,                      1,                  0.995,                0.98488,                0.99894,                      1,                  0.995,                0.94027,                0.26505,                0.32535,                0.21116,                0.77428,              0.0014896,              0.0014896,              0.0014896
                   1292,                 0.3869,                0.45771,                0.26943,                0.84304,                0.99903,                      1,                  0.995,                0.98272,                0.99903,                      1,                  0.995,                0.93402,                0.25686,                0.33225,                0.21022,                0.77299,              0.0014892,              0.0014892,              0.0014892
                   1293,                0.39321,                0.42706,                0.26033,                0.83506,                0.99906,                      1,                  0.995,                  0.982,                0.99906,                      1,                  0.995,                0.93183,                0.25494,                0.33913,                0.20352,                0.77225,              0.0014888,              0.0014888,              0.0014888
                   1294,                 0.3664,                0.45393,                0.25632,                0.85183,                0.99906,                      1,                  0.995,                0.97753,                0.99906,                      1,                  0.995,                0.92902,                0.25369,                0.34057,                0.20221,                0.77093,              0.0014884,              0.0014884,              0.0014884
                   1295,                0.38026,                0.43119,                0.26306,                0.85234,                0.99904,                      1,                  0.995,                0.98184,                0.99904,                      1,                  0.995,                0.93058,                0.24634,                0.33555,                 0.2003,                 0.7699,               0.001488,               0.001488,               0.001488
                   1296,                0.38405,                0.38242,                 0.2578,                0.85055,                0.99902,                      1,                  0.995,                0.98422,                0.99902,                      1,                  0.995,                0.93641,                0.24301,                0.32265,                0.19489,                0.76937,              0.0014876,              0.0014876,              0.0014876
                   1297,                0.35536,                 0.4056,                0.28486,                0.84168,                0.99902,                      1,                  0.995,                0.98369,                0.99902,                      1,                  0.995,                0.94179,                0.24598,                 0.3095,                0.19013,                 0.7692,              0.0014872,              0.0014872,              0.0014872
                   1298,                0.36448,                0.38835,                0.26275,                0.84372,                0.99902,                      1,                  0.995,                0.98686,                0.99902,                      1,                  0.995,                0.94022,                0.24669,                0.30105,                0.19239,                0.77052,              0.0014868,              0.0014868,              0.0014868
                   1299,                0.37839,                0.40298,                 0.2885,                0.85684,                0.99903,                      1,                  0.995,                0.98479,                0.99903,                      1,                  0.995,                 0.9424,                0.24871,                0.30018,                 0.1959,                0.77199,              0.0014864,              0.0014864,              0.0014864
                   1300,                0.37389,                0.41292,                0.25233,                0.84586,                0.99903,                      1,                  0.995,                0.98894,                0.99903,                      1,                  0.995,                0.94619,                0.25033,                 0.2993,                0.19141,                0.77195,               0.001486,               0.001486,               0.001486
                   1301,                0.38919,                0.42909,                  0.259,                0.85698,                0.99904,                      1,                  0.995,                0.98451,                0.99904,                      1,                  0.995,                0.95493,                0.24644,                0.29609,                0.18938,                0.77031,              0.0014856,              0.0014856,              0.0014856
                   1302,                0.39218,                0.39086,                0.26478,                0.86415,                0.99907,                      1,                  0.995,                0.98575,                0.99907,                      1,                  0.995,                0.94773,                 0.2417,                0.30317,                0.19194,                0.76839,              0.0014852,              0.0014852,              0.0014852
                   1303,                0.37714,                0.43998,                0.25859,                0.85066,                0.99907,                      1,                  0.995,                0.98493,                0.99907,                      1,                  0.995,                0.94568,                0.24272,                0.30781,                0.19072,                0.76753,              0.0014848,              0.0014848,              0.0014848
                   1304,                0.40424,                0.45395,                0.26324,                  0.861,                0.99907,                      1,                  0.995,                0.98209,                0.99907,                      1,                  0.995,                0.94383,                 0.2481,                0.31063,                0.19088,                0.76866,              0.0014844,              0.0014844,              0.0014844
                   1305,                0.37424,                0.40608,                0.27015,                0.85856,                0.99906,                      1,                  0.995,                0.97976,                0.99906,                      1,                  0.995,                0.94772,                0.25075,                0.30975,                0.19651,                0.76886,               0.001484,               0.001484,               0.001484
                   1306,                0.38565,                0.40735,                0.28499,                0.86053,                0.99905,                      1,                  0.995,                0.97659,                0.99905,                      1,                  0.995,                 0.9505,                0.24885,                0.30149,                0.19601,                0.76784,              0.0014836,              0.0014836,              0.0014836
                   1307,                 0.3863,                0.46617,                0.27295,                0.84564,                0.99904,                      1,                  0.995,                 0.9803,                0.99904,                      1,                  0.995,                0.95712,                0.24649,                0.29499,                0.19949,                0.76595,              0.0014832,              0.0014832,              0.0014832
                   1308,                0.36045,                0.39874,                0.27024,                0.84433,                0.99904,                      1,                  0.995,                0.98088,                0.99904,                      1,                  0.995,                0.95718,                0.25176,                0.30069,                0.20428,                0.76795,              0.0014828,              0.0014828,              0.0014828
