                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    620,                0.47106,                0.54859,                 0.3202,                0.86814,                0.99902,                      1,                  0.995,                0.93979,                0.99902,                      1,                  0.995,                0.89724,                0.36826,                0.45338,                0.27254,                0.80644,              0.0017553,              0.0017553,              0.0017553
                    621,                0.46612,                0.54249,                0.32663,                0.85983,                0.99904,                      1,                  0.995,                0.93821,                0.99904,                      1,                  0.995,                0.89369,                0.37703,                0.45852,                0.27626,                0.81374,              0.0017549,              0.0017549,              0.0017549
                    622,                0.48218,                0.59653,                0.33963,                0.87937,                0.99904,                      1,                  0.995,                0.93832,                0.99904,                      1,                  0.995,                    0.9,                0.36935,                0.45184,                0.27179,                 0.8152,              0.0017545,              0.0017545,              0.0017545
                    623,                0.49506,                0.54397,                0.34243,                0.86671,                0.99901,                      1,                  0.995,                0.95403,                0.99901,                      1,                  0.995,                0.89468,                0.34414,                0.44722,                0.26112,                0.80592,              0.0017541,              0.0017541,              0.0017541
                    624,                0.45531,                0.59794,                0.32347,                0.87951,                0.99903,                      1,                  0.995,                0.95714,                0.99903,                      1,                  0.995,                0.90057,                0.32778,                0.43447,                 0.2569,                0.79861,              0.0017537,              0.0017537,              0.0017537
                    625,                 0.5238,                0.57924,                0.33144,                0.87911,                0.99903,                      1,                  0.995,                0.96314,                0.99903,                      1,                  0.995,                0.90552,                0.33689,                0.42118,                0.26297,                0.80132,              0.0017533,              0.0017533,              0.0017533
                    626,                0.47055,                0.59895,                0.33738,                0.87095,                0.99897,                      1,                  0.995,                0.95796,                0.99897,                      1,                  0.995,                0.90777,                0.34257,                0.42379,                0.26207,                0.80332,              0.0017529,              0.0017529,              0.0017529
                    627,                0.47574,                0.52259,                0.33495,                0.87944,                0.99893,                      1,                  0.995,                 0.9639,                0.99893,                      1,                  0.995,                0.90845,                 0.3304,                0.43296,                0.26293,                0.80189,              0.0017525,              0.0017525,              0.0017525
                    628,                0.52119,                0.54982,                0.34994,                0.85899,                0.99893,                      1,                  0.995,                0.95352,                0.99893,                      1,                  0.995,                0.91096,                0.32896,                0.43146,                0.26306,                0.79991,              0.0017521,              0.0017521,              0.0017521
                    629,                0.46743,                0.54787,                0.33844,                 0.8572,                 0.9989,                      1,                  0.995,                0.95463,                 0.9989,                      1,                  0.995,                 0.9121,                0.33519,                0.41529,                0.25783,                0.80066,              0.0017517,              0.0017517,              0.0017517
                    630,                0.44961,                0.53127,                0.31894,                0.87172,                0.99891,                      1,                  0.995,                0.94496,                0.99891,                      1,                  0.995,                0.91117,                0.34084,                0.40613,                0.26604,                0.79787,              0.0017513,              0.0017513,              0.0017513
                    631,                 0.4422,                0.48796,                0.32786,                0.88579,                0.99892,                      1,                  0.995,                0.94699,                0.99892,                      1,                  0.995,                0.91874,                0.33979,                0.39323,                0.26709,                0.79431,              0.0017509,              0.0017509,              0.0017509
                    632,                0.43876,                0.49534,                0.32071,                0.85119,                0.99889,                      1,                  0.995,                 0.9591,                0.99889,                      1,                  0.995,                0.91901,                 0.3246,                0.39034,                0.25798,                0.79473,              0.0017505,              0.0017505,              0.0017505
                    633,                0.45972,                0.49758,                0.32322,                0.86147,                0.99898,                      1,                  0.995,                0.96332,                0.99898,                      1,                  0.995,                0.91918,                0.30149,                0.38557,                0.24443,                0.79201,              0.0017501,              0.0017501,              0.0017501
                    634,                0.46362,                  0.548,                0.30869,                0.87116,                  0.999,                      1,                  0.995,                0.97176,                  0.999,                      1,                  0.995,                0.91958,                 0.3002,                 0.3874,                0.24333,                0.79184,              0.0017497,              0.0017497,              0.0017497
                    635,                0.50033,                0.63779,                 0.3638,                0.88244,                0.99904,                      1,                  0.995,                0.96363,                0.99904,                      1,                  0.995,                  0.918,                 0.3168,                0.39333,                  0.256,                0.79524,              0.0017493,              0.0017493,              0.0017493
                    636,                0.48725,                0.58988,                0.31286,                0.86666,                0.99901,                      1,                  0.995,                0.96843,                0.99901,                      1,                  0.995,                0.92251,                0.31856,                0.38522,                0.25816,                0.79465,              0.0017489,              0.0017489,              0.0017489
                    637,                0.45505,                0.52079,                0.31911,                0.84885,                0.99895,                      1,                  0.995,                0.96412,                0.99895,                      1,                  0.995,                0.91952,                0.31447,                0.38022,                 0.2566,                0.79215,              0.0017485,              0.0017485,              0.0017485
                    638,                0.49032,                0.51796,                0.31894,                0.86852,                0.99897,                      1,                  0.995,                0.95729,                0.99897,                      1,                  0.995,                0.92083,                0.32638,                 0.3806,                0.25564,                0.79518,              0.0017481,              0.0017481,              0.0017481
                    639,                0.51977,                 0.5597,                0.34291,                0.86561,                0.99899,                      1,                  0.995,                0.94719,                0.99899,                      1,                  0.995,                0.91269,                0.33558,                0.38649,                0.25525,                0.79687,              0.0017477,              0.0017477,              0.0017477
                    640,                0.52971,                0.50003,                 0.3273,                0.85437,                0.99899,                      1,                  0.995,                0.95938,                0.99899,                      1,                  0.995,                0.91446,                0.33319,                0.41293,                0.25899,                0.79575,              0.0017474,              0.0017474,              0.0017474
                    641,                0.54164,                0.59311,                 0.3565,                 0.8855,                  0.999,                      1,                  0.995,                0.94236,                  0.999,                      1,                  0.995,                0.91354,                0.34187,                0.43786,                0.26915,                0.79708,               0.001747,               0.001747,               0.001747
                    642,                0.49703,                  0.623,                0.36311,                0.88894,                0.99898,                      1,                  0.995,                 0.9481,                0.99898,                      1,                  0.995,                0.91257,                0.33493,                0.42249,                0.26605,                0.79904,              0.0017466,              0.0017466,              0.0017466
                    643,                0.47496,                 0.5297,                0.34969,                  0.866,                0.99889,                      1,                  0.995,                0.94903,                0.99889,                      1,                  0.995,                0.90808,                0.33305,                0.41226,                0.25725,                0.80119,              0.0017462,              0.0017462,              0.0017462
                    644,                 0.5381,                0.52998,                0.37958,                0.91108,                0.99888,                      1,                  0.995,                0.96118,                0.99888,                      1,                  0.995,                0.90435,                0.33309,                0.41433,                  0.254,                 0.8001,              0.0017458,              0.0017458,              0.0017458
                    645,                0.50659,                 0.5165,                0.34775,                0.86505,                0.99892,                      1,                  0.995,                0.97269,                0.99892,                      1,                  0.995,                0.91903,                0.31687,                0.39503,                0.25408,                0.79383,              0.0017454,              0.0017454,              0.0017454
                    646,                0.49234,                0.57254,                0.34958,                0.86792,                0.99875,                      1,                  0.995,                0.97359,                0.99875,                      1,                  0.995,                0.92781,                0.30577,                0.38271,                0.25351,                 0.7903,               0.001745,               0.001745,               0.001745
                    647,                0.44363,                0.57325,                0.31848,                0.85553,                0.99885,                      1,                  0.995,                0.96411,                0.99885,                      1,                  0.995,                0.92294,                0.31197,                0.37979,                0.24965,                 0.7929,              0.0017446,              0.0017446,              0.0017446
                    648,                 0.4536,                0.51407,                0.31802,                0.87948,                0.99903,                      1,                  0.995,                0.96303,                0.99903,                      1,                  0.995,                0.92235,                0.32795,                0.39546,                0.25071,                0.79545,              0.0017442,              0.0017442,              0.0017442
                    649,                0.53749,                0.54067,                0.35113,                0.87067,                0.99905,                      1,                  0.995,                0.96427,                0.99905,                      1,                  0.995,                0.92101,                0.34307,                0.39282,                 0.2543,                0.79841,              0.0017438,              0.0017438,              0.0017438
                    650,                 0.5569,                0.52605,                0.33921,                0.90841,                0.99903,                      1,                  0.995,                0.95795,                0.99903,                      1,                  0.995,                0.92355,                0.33235,                0.38864,                0.25201,                0.79117,              0.0017434,              0.0017434,              0.0017434
                    651,                0.48769,                0.49881,                0.34883,                0.88136,                0.99903,                      1,                  0.995,                0.95608,                0.99903,                      1,                  0.995,                0.91166,                0.32221,                0.40328,                0.24175,                0.78638,               0.001743,               0.001743,               0.001743
                    652,                0.48931,                0.53291,                0.32126,                0.88418,                0.99904,                      1,                  0.995,                0.96452,                0.99904,                      1,                  0.995,                0.90571,                0.32089,                0.40881,                0.24874,                0.78649,              0.0017426,              0.0017426,              0.0017426
                    653,                0.47979,                0.49684,                0.33391,                0.87182,                0.99903,                      1,                  0.995,                0.96205,                0.99903,                      1,                  0.995,                0.90773,                0.32948,                0.40865,                 0.2488,                0.78758,              0.0017422,              0.0017422,              0.0017422
                    654,                  0.489,                0.52954,                0.33442,                0.87033,                0.99901,                      1,                  0.995,                0.95559,                0.99901,                      1,                  0.995,                0.91435,                0.32945,                0.40768,                0.25926,                0.79081,              0.0017418,              0.0017418,              0.0017418
                    655,                0.46402,                0.54068,                0.33825,                0.87993,                0.99899,                      1,                  0.995,                0.95742,                0.99899,                      1,                  0.995,                0.91525,                0.32964,                0.41577,                0.26444,                0.79385,              0.0017414,              0.0017414,              0.0017414
                    656,                0.48745,                0.52552,                0.33673,                0.86772,                0.98335,                      1,                  0.995,                0.95065,                0.98335,                      1,                  0.995,                0.92518,                0.34529,                0.41332,                0.26931,                0.79759,               0.001741,               0.001741,               0.001741
                    657,                0.48647,                0.53446,                0.34525,                0.88435,                0.99901,                      1,                  0.995,                 0.9361,                0.99901,                      1,                  0.995,                 0.9209,                0.36399,                0.41868,                0.26966,                0.79953,              0.0017406,              0.0017406,              0.0017406
                    658,                0.45559,                0.50938,                0.33424,                0.85796,                0.99903,                      1,                  0.995,                 0.9411,                0.99903,                      1,                  0.995,                0.91177,                0.37437,                 0.4361,                0.27062,                0.80033,              0.0017402,              0.0017402,              0.0017402
                    659,                0.46321,                0.55436,                  0.338,                0.87487,                0.98464,                      1,                  0.995,                0.94449,                0.98464,                      1,                  0.995,                0.90977,                0.36777,                0.43596,                0.26671,                0.79971,              0.0017398,              0.0017398,              0.0017398
                    660,                0.50044,                0.55289,                0.34579,                0.88174,                0.99902,                      1,                  0.995,                0.95095,                0.99902,                      1,                  0.995,                0.89788,                0.34607,                0.43372,                0.26635,                0.79376,              0.0017394,              0.0017394,              0.0017394
                    661,                0.49277,                0.52072,                0.34143,                0.88596,                  0.999,                      1,                  0.995,                0.94701,                  0.999,                      1,                  0.995,                0.90284,                0.32919,                0.42771,                0.25831,                0.78931,               0.001739,               0.001739,               0.001739
                    662,                0.48057,                0.48866,                0.32717,                0.85805,                  0.999,                      1,                  0.995,                0.95355,                  0.999,                      1,                  0.995,                0.90578,                 0.3281,                0.40403,                0.25381,                 0.7907,              0.0017386,              0.0017386,              0.0017386
                    663,                0.50947,                0.59092,                0.36373,                0.88507,                0.99902,                      1,                  0.995,                0.95007,                0.99902,                      1,                  0.995,                0.91756,                0.34426,                0.38559,                0.25094,                0.79578,              0.0017382,              0.0017382,              0.0017382
                    664,                0.44903,                0.48632,                0.33566,                 0.8666,                0.99904,                      1,                  0.995,                0.96027,                0.99904,                      1,                  0.995,                0.92066,                0.32904,                0.37269,                0.24464,                0.79556,              0.0017378,              0.0017378,              0.0017378
                    665,                0.45437,                0.62337,                0.32646,                0.86651,                0.99902,                      1,                  0.995,                0.95764,                0.99902,                      1,                  0.995,                0.91956,                0.32513,                0.37472,                0.24531,                0.79805,              0.0017375,              0.0017375,              0.0017375
                    666,                0.46741,                0.48756,                0.34094,                0.89091,                0.99897,                      1,                  0.995,                0.95243,                0.99897,                      1,                  0.995,                0.91346,                0.33079,                0.38221,                0.24864,                0.80039,              0.0017371,              0.0017371,              0.0017371
                    667,                0.44524,                0.52983,                0.31248,                0.88206,                0.99897,                      1,                  0.995,                0.94414,                0.99897,                      1,                  0.995,                0.91682,                0.34343,                0.37382,                0.24724,                0.80016,              0.0017367,              0.0017367,              0.0017367
                    668,                0.45774,                0.48398,                0.31421,                0.86528,                0.99901,                      1,                  0.995,                0.95529,                0.99901,                      1,                  0.995,                0.92845,                0.34789,                0.37401,                 0.2492,                0.80015,              0.0017363,              0.0017363,              0.0017363
                    669,                0.50011,                  0.633,                0.33486,                0.87113,                0.99903,                      1,                  0.995,                0.95558,                0.99903,                      1,                  0.995,                0.93008,                 0.3479,                0.37239,                0.26039,                0.80263,              0.0017359,              0.0017359,              0.0017359
                    670,                0.44424,                0.56502,                0.32003,                0.87572,                0.99904,                      1,                  0.995,                0.94918,                0.99904,                      1,                  0.995,                0.93282,                 0.3414,                0.36779,                0.25999,                0.80334,              0.0017355,              0.0017355,              0.0017355
                    671,                0.50037,                0.50522,                 0.3408,                0.88531,                0.99908,                      1,                  0.995,                0.95228,                0.99908,                      1,                  0.995,                0.92698,                0.33454,                0.36622,                0.25282,                0.79954,              0.0017351,              0.0017351,              0.0017351
                    672,                0.52281,                0.50356,                0.34361,                0.85458,                0.99907,                      1,                  0.995,                0.94844,                0.99907,                      1,                  0.995,                0.91494,                0.32705,                0.36758,                0.25033,                0.79669,              0.0017347,              0.0017347,              0.0017347
                    673,                0.47813,                0.48828,                0.32474,                0.86584,                0.99906,                      1,                  0.995,                0.95973,                0.99906,                      1,                  0.995,                0.91943,                0.31617,                0.37198,                0.24077,                0.79297,              0.0017343,              0.0017343,              0.0017343
                    674,                0.48293,                0.52233,                 0.3447,                0.87452,                0.99903,                      1,                  0.995,                 0.9562,                0.99903,                      1,                  0.995,                0.91854,                0.31494,                0.37181,                0.23727,                0.78938,              0.0017339,              0.0017339,              0.0017339
                    675,                0.48899,                  0.566,                0.32005,                0.86047,                0.99899,                      1,                  0.995,                 0.9588,                0.99899,                      1,                  0.995,                0.91739,                0.31987,                0.36726,                0.24386,                0.78924,              0.0017335,              0.0017335,              0.0017335
                    676,                0.47276,                0.47182,                0.32206,                0.88656,                0.99896,                      1,                  0.995,                0.95472,                0.99896,                      1,                  0.995,                 0.9213,                0.31446,                0.36349,                0.24366,                0.79031,              0.0017331,              0.0017331,              0.0017331
                    677,                0.48916,                0.51662,                 0.3405,                0.87161,                0.99893,                      1,                  0.995,                0.95846,                0.99893,                      1,                  0.995,                0.91464,                0.31645,                0.37045,                0.24407,                0.79064,              0.0017327,              0.0017327,              0.0017327
                    678,                0.43315,                0.46981,                 0.3103,                0.86561,                0.99897,                      1,                  0.995,                0.95951,                0.99897,                      1,                  0.995,                0.92247,                0.32323,                0.36448,                0.25124,                0.79332,              0.0017323,              0.0017323,              0.0017323
                    679,                0.44989,                0.53954,                0.32349,                0.86573,                0.99902,                      1,                  0.995,                0.95315,                0.99902,                      1,                  0.995,                0.92521,                0.33474,                0.36246,                0.24976,                0.79825,              0.0017319,              0.0017319,              0.0017319
                    680,                0.44226,                0.52832,                 0.3178,                0.86335,                0.99905,                      1,                  0.995,                0.95294,                0.99905,                      1,                  0.995,                 0.9192,                0.36164,                0.37699,                0.25666,                0.80242,              0.0017315,              0.0017315,              0.0017315
                    681,                 0.5125,                0.60487,                 0.3448,                0.86188,                0.99905,                      1,                  0.995,                0.94694,                0.99905,                      1,                  0.995,                0.91909,                0.36501,                0.38423,                0.26039,                0.80489,              0.0017311,              0.0017311,              0.0017311
                    682,                0.50158,                 0.6119,                0.35085,                0.88304,                0.99907,                      1,                  0.995,                0.94838,                0.99907,                      1,                  0.995,                0.90868,                0.34033,                0.38059,                0.25004,                0.80192,              0.0017307,              0.0017307,              0.0017307
                    683,                0.45035,                0.49475,                0.33106,                 0.8734,                0.99909,                      1,                  0.995,                0.96914,                0.99909,                      1,                  0.995,                0.91281,                0.32255,                0.37536,                0.23146,                0.80054,              0.0017303,              0.0017303,              0.0017303
                    684,                0.43714,                0.53322,                0.30709,                 0.8349,                0.99908,                      1,                  0.995,                0.96625,                0.99908,                      1,                  0.995,                0.91752,                0.31616,                0.36769,                0.23627,                0.79855,              0.0017299,              0.0017299,              0.0017299
                    685,                 0.4846,                0.58252,                0.32987,                0.88503,                0.99909,                      1,                  0.995,                 0.9519,                0.99909,                      1,                  0.995,                0.91908,                0.32575,                0.36762,                0.24472,                0.79928,              0.0017295,              0.0017295,              0.0017295
                    686,                0.47429,                0.52578,                 0.3313,                0.88723,                0.99904,                      1,                  0.995,                0.95608,                0.99904,                      1,                  0.995,                0.93287,                0.32536,                0.35942,                 0.2488,                0.79663,              0.0017291,              0.0017291,              0.0017291
                    687,                0.42345,                0.48025,                0.30708,                0.85887,                0.99899,                      1,                  0.995,                0.96202,                0.99899,                      1,                  0.995,                0.92566,                0.30449,                0.35961,                0.23583,                0.79082,              0.0017287,              0.0017287,              0.0017287
                    688,                0.46132,                0.50408,                0.32622,                0.87885,                0.99901,                      1,                  0.995,                0.97808,                0.99901,                      1,                  0.995,                0.92361,                0.29378,                 0.3701,                0.22899,                0.78791,              0.0017283,              0.0017283,              0.0017283
                    689,                0.44261,                0.53351,                0.31317,                0.87022,                0.99907,                      1,                  0.995,                0.97419,                0.99907,                      1,                  0.995,                0.91897,                 0.2863,                0.36553,                0.22588,                0.78475,              0.0017279,              0.0017279,              0.0017279
                    690,                0.48049,                 0.5548,                0.34601,                0.89449,                0.99906,                      1,                  0.995,                0.97393,                0.99906,                      1,                  0.995,                0.92761,                0.28307,                0.36245,                0.23488,                0.78153,              0.0017276,              0.0017276,              0.0017276
                    691,                0.46139,                0.53303,                0.32066,                0.86708,                0.99889,                      1,                  0.995,                0.96321,                0.99889,                      1,                  0.995,                0.92914,                 0.2945,                0.36177,                 0.2401,                0.78263,              0.0017272,              0.0017272,              0.0017272
                    692,                 0.4717,                0.56913,                0.33774,                0.85699,                0.99877,                      1,                  0.995,                0.96233,                0.99877,                      1,                  0.995,                 0.9331,                0.30445,                0.36103,                0.24119,                0.78425,              0.0017268,              0.0017268,              0.0017268
                    693,                0.44027,                 0.4768,                0.30704,                0.86122,                0.99892,                      1,                  0.995,                0.96422,                0.99892,                      1,                  0.995,                0.92941,                0.30793,                0.36141,                0.24453,                0.78511,              0.0017264,              0.0017264,              0.0017264
                    694,                0.48201,                0.51034,                0.33172,                0.85043,                0.99887,                      1,                  0.995,                0.95947,                0.99887,                      1,                  0.995,                0.92632,                0.30967,                0.35952,                0.24718,                0.78557,               0.001726,               0.001726,               0.001726
                    695,                 0.4772,                0.46336,                0.33311,                0.86848,                0.99885,                      1,                  0.995,                0.95852,                0.99885,                      1,                  0.995,                0.92253,                 0.3153,                0.35566,                0.25254,                0.78484,              0.0017256,              0.0017256,              0.0017256
                    696,                0.46908,                0.66391,                0.33391,                0.87148,                0.99905,                      1,                  0.995,                0.95816,                0.99905,                      1,                  0.995,                0.92354,                0.31933,                0.35875,                0.25389,                0.78608,              0.0017252,              0.0017252,              0.0017252
                    697,                0.42898,                0.47416,                0.31627,                0.86819,                0.99906,                      1,                  0.995,                0.95765,                0.99906,                      1,                  0.995,                0.92847,                0.32014,                0.37299,                0.25501,                0.78941,              0.0017248,              0.0017248,              0.0017248
                    698,                0.46888,                0.56596,                 0.3293,                0.87871,                0.99905,                      1,                  0.995,                0.95824,                0.99905,                      1,                  0.995,                0.92295,                0.32454,                0.38301,                0.25065,                 0.7925,              0.0017244,              0.0017244,              0.0017244
                    699,                0.46606,                0.51909,                0.31798,                0.86573,                0.99904,                      1,                  0.995,                0.95531,                0.99904,                      1,                  0.995,                0.92391,                0.32023,                0.37894,                0.25192,                0.79107,               0.001724,               0.001724,               0.001724
                    700,                0.46599,                0.58429,                0.32716,                0.85026,                0.99902,                      1,                  0.995,                0.95657,                0.99902,                      1,                  0.995,                0.91182,                0.32375,                0.37949,                0.25545,                0.79042,              0.0017236,              0.0017236,              0.0017236
                    701,                0.47349,                0.51359,                0.32574,                0.86983,                0.99903,                      1,                  0.995,                0.95561,                0.99903,                      1,                  0.995,                0.91287,                0.32543,                0.38626,                0.25916,                0.79115,              0.0017232,              0.0017232,              0.0017232
                    702,                0.51782,                0.51773,                0.34662,                0.90162,                0.99902,                      1,                  0.995,                0.95814,                0.99902,                      1,                  0.995,                0.91307,                0.31319,                0.39467,                0.25791,                0.79176,              0.0017228,              0.0017228,              0.0017228
                    703,                0.47711,                0.53059,                0.33348,                0.87697,                  0.999,                      1,                  0.995,                0.95986,                  0.999,                      1,                  0.995,                0.91575,                 0.3074,                0.40021,                0.25078,                0.79176,              0.0017224,              0.0017224,              0.0017224
                    704,                0.43559,                0.54909,                0.32079,                0.87547,                0.99901,                      1,                  0.995,                0.95737,                0.99901,                      1,                  0.995,                0.92083,                0.31458,                0.38104,                0.24871,                0.79232,               0.001722,               0.001722,               0.001722
                    705,                0.45469,                0.50323,                0.31268,                0.85741,                0.99903,                      1,                  0.995,                0.96798,                0.99903,                      1,                  0.995,                0.91316,                0.32084,                0.37919,                0.25427,                0.79249,              0.0017216,              0.0017216,              0.0017216
                    706,                0.43267,                0.50894,                0.32226,                0.84896,                0.99904,                      1,                  0.995,                0.97471,                0.99904,                      1,                  0.995,                 0.9092,                0.31211,                0.39433,                0.24848,                0.79204,              0.0017212,              0.0017212,              0.0017212
                    707,                0.44904,                0.53755,                0.31279,                   0.85,                  0.999,                      1,                  0.995,                0.96939,                  0.999,                      1,                  0.995,                0.90872,                0.30006,                0.39144,                0.24551,                0.79134,              0.0017208,              0.0017208,              0.0017208
                    708,                 0.4753,                 0.5928,                0.34798,                0.87036,                0.99893,                      1,                  0.995,                0.96216,                0.99893,                      1,                  0.995,                0.91163,                0.29877,                0.38366,                0.24748,                0.79254,              0.0017204,              0.0017204,              0.0017204
                    709,                0.45628,                0.55813,                0.32476,                0.86921,                0.99881,                      1,                  0.995,                0.94949,                0.99881,                      1,                  0.995,                0.91193,                0.32154,                0.36797,                  0.257,                0.79821,                0.00172,                0.00172,                0.00172
                    710,                0.47697,                0.50372,                0.33643,                0.83705,                0.99879,                      1,                  0.995,                0.95607,                0.99879,                      1,                  0.995,                0.91193,                0.34044,                 0.3634,                0.26039,                 0.8031,              0.0017196,              0.0017196,              0.0017196
                    711,                0.44268,                0.48358,                0.32446,                0.86971,                0.99899,                      1,                  0.995,                0.95531,                0.99899,                      1,                  0.995,                0.90625,                0.33482,                0.37143,                0.25824,                0.80052,              0.0017192,              0.0017192,              0.0017192
                    712,                0.48857,                0.53918,                0.33468,                0.88223,                0.99901,                      1,                  0.995,                0.96596,                0.99901,                      1,                  0.995,                0.90565,                0.31779,                0.39731,                0.25252,                 0.7961,              0.0017188,              0.0017188,              0.0017188
                    713,                 0.4435,                0.52841,                0.30778,                0.86802,                0.99902,                      1,                  0.995,                0.97175,                0.99902,                      1,                  0.995,                 0.9064,                0.31245,                0.42108,                0.24592,                0.79146,              0.0017184,              0.0017184,              0.0017184
